217,202,399,False
218,212,385,False
219,223,371,False
220,234,358,False
221,246,344,False
222,257,331,False
223,269,319,False
224,281,306,False
225,293,293,False
226,306,281,False
227,319,269,False
228,331,257,False
229,344,246,False
230,358,234,False
231,371,223,False
232,385,212,False
233,399,202,False
234,413,191,False
235,427,181,False
236,441,171,False
237,456,162,False
238,471,152,False
239,485,143,False
240,500,134,False
241,516,126,False
242,531,118,False
243,547,109,False
244,562,102,False
245,578,94,False
246,594,87,False
247,610,80,False
248,626,73,False
249,642,67,False
250,658,61,False
251,675,55,False
252,691,49,False
253,708,44,False
254,725,39,False
255,742,35,False
256,759,30,False
257,776,26,False
258,793,22,False
259,810,19,False
260,827,16,False
261,844,13,False
262,861,10,False
263,879,8,False
264,896,6,False
265,913,4,False
266,931,3,False
267,948,2,False
268,966,1,False
269,983,1,False
270,1000,0,False
271,1017,1,False
272,1034,1,False
273,1052,2,False
274,1069,3,False
275,1087,4,False
276,1104,6,False
277,1121,8,False
278,1139,10,False
279,1156,13,False
280,1173,16,False
281,1190,19,False
282,1207,22,False
283,1224,26,False
284,1241,30,False
285,1258,35,False
286,1275,39,False
287,1292,44,False
288,1309,49,False
289,1325,55,False
290,1342,61,False
291,1358,67,False
292,1374,73,False
293,1390,80,False
294,1406,87,False
295,1422,94,False
296,1438,102,False
297,1453,109,False
298,1469,118,False
299,1484,126,False
300,1500,134,False
301,1515,143,False
302,1529,152,False
303,1544,162,False
304,1559,171,False
305,1573,181,False
306,1587,191,False
307,1601,202,False
308,1615,212,False
309,1629,223,False
310,1642,234,False
311,1656,246,False
312,1669,257,False
313,1681,269,False
314,1694,281,False
315,1707,293,False
316,1719,306,False
317,1731,319,False
318,1743,331,False
319,1754,344,False
320,1766,358,False
321,1777,371,False
322,1788,385,False
323,1798,399,False
324,1809,413,False
325,1819,427,False
326,1829,441,False
327,1838,456,False
328,1848,471,False
329,1857,485,False
330,1866,500,False
331,1874,516,False
332,1882,531,False
333,1891,547,False
334,1898,562,False
335,1906,578,False
336,1913,594,False
337,1920,610,False
338,1927,626,False
339,1933,642,False
340,1939,658,False
341,1945,675,False
342,1951,691,False
343,1956,708,False
344,1961,725,False
345,1965,742,False
346,1970,759,False
347,1974,776,False
348,1978,793,False
349,1981,810,False
350,1984,827,False
351,1987,844,False
352,1990,861,False
353,1992,879,False
354,1994,896,False
355,1996,913,False
356,1997,931,False
357,1998,948,False
358,1999,966,False
359,1999,983,False
